1,anyon answer formula fire .. ? ? ..
1,’ hot… . ’ see
1,awwww wait hear scari camp fire stori : (
1,recommendationface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1,thoma tuchel becam manag
1,? .. 's word ? ... burnnnn ? ? ? ? ? crabmermaidtropical_fish
1,year member like l red_heartu song guy 's
1,use spoon badassgrinning_face_with_sweat
1,fire someth girl alicia key song .
1,know firemen need hear
0,wrong titl . `` fire ? fire burn ! fire bad ! `` .
1,oonga booga fire ouchi
0,simpl answer : fire fire
1,get recommend week came check deal
1,vsauc would spent minut answer question
1,im closer understand fire watch video .
2,yournmom lol
1,pov : didnt look
1,africa toto .... fire
2,* love ? *
1,"year , final realiz word `` fire '' . take away f , 're left ire , ire word `` anger '' strike someon 's anger like would strike match creat fire . thing countri ireland , ireland , angerland . fire ire come natur burn passion , anger , love , etc ."
1,wow . 'm th year chemic engin colleg actual learn decent amount ! guess teacher assum everyon know least n't go much detail .
1,’ gon na take guy lunch money
1,`` 's lit ''
1,realli couldnt stick flame marshmallow stick ?
2,", view . nice ."
0,fire = hot
1,kind question ask 're high .
1,fire `` lore '' goty song play
1,drug ?
0,real question fire ?
1,"`` electron come back , give light . '' ? ? light ? photon . okay , ... huh ?"
1,fire ? million peopl : never heard thing entir life ..
0,"wtf , flame hollow ?"
1,peopl dumb know fire probabl n't know water
1,video lit
1,react oxygen ?
0,"fire home , die , reviv last rest bon fire"
1,n't realiz wax candl end flame . alway thought wax keep wick burn fast wax melt
1,"ai n't half clever bastard , ian duri - ."
1,stay curiou !
0,fire burnt
1,fire ga call flugeston accord centuri old scienc face_with_tears_of_joy
1,firefir f-i-r-efir
1,'re infront greenscreen ?
1,"'s fire , 's word , burrrrrrrrrrrrn ?"
1,green sometim see green flame
1,"come , video suppos educ purpos"
1,new mix tape
1,typa stuff ask hit blunt
0,fire . = hot
1,turn marshmallow charcoal
1,everyon : fire burn ... also everyon : * goe youtub vid *
1,"sure john cena , matt pat film theori .. thinking_fac"
1,peopl got recommend pleas line get `` idk fire ? '' ticket
1,pl add indonesian caption
1,love get second degre burn light finger fire get recommend
2,fit .
1,da fire doin ..
1,"pretti soon video deem illeg content ultra-left , “ green ” , western “ democraci ( aka fascist state ) - promot hydrocarbon combust seriou offens state planet . pleas report nation ’ interior ministri relev compar institut offens research topic today…"
0,teacher : fire ? student : useless youtub : fire ? student : use
1,ask fire meant glow part . good video .
1,pleas come turkish subtitl video
1,: one video also five morn :
2,feel like name 's okay smart 's way smart want feel good lol
1,mention rapid oxid
1,swear everi video see logo think . neat anoth doormonst video .
1,mum : earth best silver spoon ? ? : firrreee firefirefirefireey
2,"well , ."
0,fire actual water
1,fire strang . 's state matter super energet atom eman light heat .
1,joe burn marshmallow year ago ’ still salti
1,"honestli video like - simpl yet descript , inform interest - make current educ system seem unfit purpos ."
1,guy matt pat´ voic twin
1,saw `` fire ? '' : air ....... hot
1,flame nd rate wan na plasma .
1,`` ok ok go sleep '' fire ? `` mean one video could n't hurt ''
1,"ive alway wonder . exactli fire . whip chang shape like crazi , give orang color . wild ."
2,anyon els ’ recommend ?
1,man burnt mashmallow ..
0,"heh heh , yeah , fire !"
1,’ ask question mani time ’ get anyon shed light situat .
1,"though exotherm reaction produc heat energi ... anyon explain fire follow natur , pleas ."
0,wth
1,alway ask fire ... never fire firedisappointed_fac
0,", fire ? : , )"
0,: fire ? : lyric smiling_face_with_sunglass
2,hope one recommend video
2,* fire ? * * babi n't hurt * * n't hurt * * * * *
1,would physic state fire ?
1,"told exactli year , would abl tast fire ."
1,caus big bang energi first place ? * amogu moment *
1,'ve earn subscript good sir .
1,ask scienc teacher question sixth grade translat hindi skull
1,video tommyinnit home page stream yesterday ...
1,'s blue thing flame
1,“ flame hollow ” dont shadow ?
0,fire aliv ?
0,thing fire fire actuali thing
1,dose think fire without oxygen space ! bad exampl !
1,hey vsauc ! michael . fire ?
0,fire plasma
1,wow learn someth today ......... like light candl smoke
1,"answer : weed . ye , weed fire thumbs_up_medium-light_skin_ton"
1,anyon els think thumbnail look like urinatingtre cover injuri sportsbal ?
1,still didnt say fire . : )
1,soo n't know click
1,man serious say `` zero g '' ?
1,"think guy similar , especi voic , ron howard ."
2,love video .
0,get recommend year wth
1,flame hollow . 'll go back mother 's womb .
1,question nobodi ask everyon thought ...
1,jeaniu !
1,"okay , n't tell though fire . knowledg fire partli plasma , let know 'm incorrect ."
1,fire oh babi ’ burn ’ burn
1,fire it- 's word ? buuuurrrrn ! ! ! !
2,’ glad enlighten subject . set heart alight .
0,ye ! tell fire ?
1,nessisari fire exampl u entir room full hydrogen without contact air threw match would burn
1,"favorit part end said `` speci gather around fire thousand year . '' thank . million , hundr thousand , kajillion trillion , bazillion * dr evil pinki lip action *"
1,hehe fire u-u ..
1,"ouchi light , duh ."
1,? ’ realli bore mind
1,question made question mani thing life
1,titl pack seriou heat
1,"wait , 's much depth fire ? 'm stun . grinning_face_with_big_ey"
2,cant fool us fire n't real
1,’ tear veil maya .
2,ppl watch vid like wait someth call fire wow
1,n't imagin much didnt know fire ...
1,els reccomend year later ?
1,final documentari mixtap
1,youtub realli think 'm stupid point recommend video titl `` fire ? ''
1,say time fire burn .
1,background music way loud .
1,", ask parent fire made exactli like “ oh , make fire burn wood etc ” rememb persist like “ , fire * made * ? ” funni video appear recommend list today face_with_tears_of_joy"
1,uhhh hot ? tf kind question .
0,water ? fire ?
1,get video recommend time .. nd n't watch
2,"inform , thank share ."
1,babi ’ burn me…don ’ burn me…no moregrinning_squinting_fac
1,`` fire '' poor man nuclear energi ...
0,heat fire
1,alway ask “ flame ? ” never “ flame ? ” pensive_fac
1,fire hot burni ye
2,wow ! red_heart
1,earth ?
1,ever high search ’ fire ’ ? thumbs_up_medium-dark_skin_ton
1,"well , today learn flame hollow insid . life never ."
1,fire next thing 'm go jump .
1,"shorter anwser taught long time ago .. rapid oxid substanc , combin heat , light , product combust"
1,got sub
1,cavemen watch : hmm ooga booga .
1,"’ sure explain , guy look like talk english version chines kung fu movi ’ english audio instead mandarin"
1,video lit
0,"ok , fire fire ."
1,still n't answer question ... `` fire ? '' like liter .. set compound ? molecul ? consist million particl ? .. even matter ?
1,: * read titl * : someth lit .
1,n't french titl video ?
1,'d like know fire give headach stare long
1,brain girlfriend asleep .
1,"babi dont burn , dont burn ,"
1,alway thought heat came sole atom break move faster due heat . cool
2,wow ’ know fire month omg ty !
1,"next , `` water ? ''"
1,’ realli understand anyth ’ sure someday excit day
1,outro song ? pleas thank .
0,fire fire- ?
0,heat fire
2,tomorrow never die
1,explain layer flame flame ?
1,fuckin ' lord youtub read mind
1,wow.thinking_fac
2,fire fun play
1,'s witchcraft ! burn fire ! ! ! wait ...
1,burn
0,"fire , hot"
1,wish educ video day minut .
1,hive bean use spoon wrongli hole life
1,recommend past day ’ want click . iq ascend new level
2,wow interest
1,exist
1,appar million peopl doesnt know fire
1,"ok cover . atmospher earth meet vacuum space without caus equilibrium ? form barrier keep two separ . exactli vacuum chamber work ? usual seal box ( space ) outsid air ( atmospher ) box n't separ two , could creat vacuum ? could n't . space lie ."
1,"babi n't burn , n't burn -- ."
0,: fire ? : hmm fire ? know ! fire .
1,"vagu rememb ask physic teacher class primari school exact question . respond textbook definit , whole class sneer laugh question . thank give proper answer ."
1,"differ guy annoy australian dude like watch video interest ever close video second , even interest ever ."
1,someth burn . q burn .
1,water ?
1,scienc [ insert stoc pictur ]
1,kinda guess part flame hollow uk alway play fire swish finger
1,pleas dont fire sir
1,infograph voic
1,`` fire ? '' water
2,"okay , 's cool . let tell black flame never die ..."
1,"chemistri major colleg . video probabl ’ blow mind , does… grinning_face_with_sweat"
1,scroll past read titl stop second like “ fire ? ! ”
1,"'re realli handsom , got chisel face"
1,fire nobodi : : burni thing eat everyth bite
1,"use wonder kid , never find satisfi answer , chem stuff . love video"
1,"fire chemic reaction . ( fire , 's word , burnnnnn . )"
1,"ye state matter fit , behav like ga , ’ movement almost fluid"
1,game cooler
2,idk watch ok
2,thank much bro . nice knowledg .
1,nice descript like graviti conscious still clue realli .
1,thought photon
1,omg never knew fire flame thought made water omg
1,energet oxid .
1,`` pyrolysi '' - 's word 've never heard
1,everyon alway ask fire never fireloudly_crying_fac
1,yea .... fire hot tho
1,"faraday put kid cage , 's get faraday cage . need make sure kid could n't make cell phone call . true fact brought drug ."
1,"still satisfi . exactli fire ? state fire . 'state ' mean like water liquid , mobilephon solid . state fire . still curiou !"
1,man high tech maroon space armor said ; “ cavemen ’ know fire dumb @ $ $ . ”
0,fire
1,: need go sleep earli brain : fire ?
1,"therefor thu saith lord god ; ye becom dross , behold , therefor gather midst jerusalem . gather silver , brass , iron , lead , tin , midst furnac , blow fire upon , melt ; gather mine anger furi , leav , melt . yea , gather , blow upon fire wrath , ye shall melt midst therof . silver melt midst furnac , shall ye melt midst thereof ; ye shall know lord pour furi upon . ezekiel -"
1,im sorri man look like matt pat also jacksfilm
1,came search predat content
1,video peopl .... b.c
1,whole life lie !
1,past head feel someth high temperatur . colgat . ayrb neem leaf .
1,easi answer : wu tang clan- chamber .
2,peopl think smarter .
1,minecraft logic : set fire take . heart per second pre-armor damag .
1,exactli vid need actual sleep earli
1,`` dude check mixtap 's fire '' `` yeah fire ? '' `` ... ''
1,someth hot
1,"babi n't burn , ."
1,eye n't believ light butperson_shrug
2,rap lyric yeah ! .
1,fire babi n't burn n't burn oh
1,"one day think : `` fire need `` eat '' live , breath oxygen still aliv , born , reproduc ( fuel ) , grown die , 's mean fire creatur ? ''"
1,life bro
1,chemic reaction emit thermal energi sourc light sustain becom greater/less version self certain chemic mix chemic reaction .
1,anyon lit candl space station ? would good experi . ’ done lend credenc idea space fake .
0,background music annoy .
2,"recommend video ? nice , good see everyon , ’ take care"
0,fire song bt
1,"n't actual say fire , mean beyond seri chemic reaction . fire plasma"
0,bad marshmallow fake look yummi .
1,'ve alway believ fire form radiat . true ?
0,creat fire
1,`` fire '' m+ peopl : interest ...
1,youtub algorithm work well ’ kind scari . appreci gem.fir
2,babi dont hurt
2,okay smart : fire ? ? ? ?
0,quick answer : fire fire
1,'s exotherm combust reaction flammabl matter oxygen .
1,one els mad burn marshmellow
1,mani time video stay recommend ?
1,inter-demension space demon ! - alex jone
0,: fire : ask aunt
1,"still n't know fire , beyond visual manifest chemic reaction take place certain chemic compound pull apart . hope one line answer question , follow explan ."
1,youtub recommen like th time alreadi
1,video came year ago . youtub recommend .
1,.... water ?
1,'s opposit water
0,bruh ’ retard
1,"“ 's fire , 's word ? burn ? 's turn ? would n't love , love explor shore ? sea wish could part world ”"
1,"honest , 'm bit disappoint n't bring magic theori ."
0,short . fire thing hurt touch dont touch
1,'m watch instead english paper due tommorow ...
2,great video ! sub ^_^
1,ok_handok_hand
1,bird ? n't know .
1,hard time get past cgi fire intro
0,devil 's friend .
1,scientist ca n't even explain fire man_facepalm
2,ha good question ! ! ! never thought lol .
0,rabea fire
1,cheeki cgi fire marshmallow ? lol
1,curiou ..
1,"'re ask `` fire ? `` , 're probabl ask question like : `` sky ? '' `` eat food ? '' . even cavemen knew fire , dumbass ."
1,get urg itch ! feel like itch import stuff exampl move box
1,"everyon ask fire , yet one ask fire"
